season,uuid,date_key,round_no,round_label,round_wind_index,round_kyoku_index,honba,riichi_sticks,seat,player,discard_no_in_round,player_discard_no_in_round,tile,normalized_tile,is_red_five,is_tsumogiri,is_riichi_declaration,dora_indicators,round_start_score
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,3,1,1z,1z,0,0,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,6,2,2z,2z,0,0,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,9,3,7s,7s,0,0,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,12,4,2p,2p,0,0,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,15,5,7s,7s,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,18,6,8s,8s,0,0,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,21,7,7s,7s,0,0,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,24,8,9m,9m,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,27,9,7z,7z,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,30,10,2z,2z,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,33,11,6z,6z,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,36,12,4s,4s,0,0,1,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,39,13,1s,1s,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,42,14,4p,4p,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,45,15,2s,2s,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,48,16,1s,1s,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,1,東1局,0,0,0,0,2,葡萄海ぶどう,51,17,3s,3s,0,1,0,8s,35000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,3,1,1m,1m,0,0,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,6,2,1z,1z,0,0,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,9,3,2z,2z,0,0,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,12,4,7z,7z,0,0,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,15,5,1s,1s,0,0,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,18,6,6z,6z,0,0,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,21,7,7s,7s,0,0,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,24,8,9s,9s,0,1,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,27,9,1z,1z,0,1,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,30,10,8s,8s,0,0,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,2,東1局,0,0,1,0,2,葡萄海ぶどう,33,11,1p,1p,0,0,0,7p,10000
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,2,1,1m,1m,0,0,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,5,2,1z,1z,0,0,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,12,3,8s,8s,0,0,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,15,4,5z,5z,0,0,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,17,5,2z,2z,0,1,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,20,6,4s,4s,0,1,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,23,7,7s,7s,0,1,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,26,8,1m,1m,0,1,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,29,9,7z,7z,0,1,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,3,東2局,0,1,0,0,2,葡萄海ぶどう,32,10,2s,2s,0,0,0,9s,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,4,東2局,0,1,1,0,2,葡萄海ぶどう,2,1,7z,7z,0,0,0,7z,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,4,東2局,0,1,1,0,2,葡萄海ぶどう,5,2,2z,2z,0,0,0,7z,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,4,東2局,0,1,1,0,2,葡萄海ぶどう,8,3,8s,8s,0,0,0,7z,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,4,東2局,0,1,1,0,2,葡萄海ぶどう,11,4,2s,2s,0,0,0,7z,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,4,東2局,0,1,1,0,2,葡萄海ぶどう,14,5,6s,6s,0,0,0,7z,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,4,東2局,0,1,1,0,2,葡萄海ぶどう,17,6,4p,4p,0,0,1,7z,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,4,東2局,0,1,1,0,2,葡萄海ぶどう,20,7,2z,2z,0,1,0,7z,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,4,東2局,0,1,1,0,2,葡萄海ぶどう,23,8,6s,6s,0,1,0,7z,5900
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,1,1,6z,6z,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,4,2,1m,1m,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,7,3,1m,1m,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,10,4,1p,1p,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,13,5,2p,2p,0,1,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,16,6,2z,2z,0,1,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,19,7,1s,1s,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,22,8,9p,9p,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,25,9,9s,9s,0,1,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,28,10,8p,8p,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,31,11,8p,8p,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,34,12,1m,1m,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,37,13,8p,8p,0,1,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,40,14,6p,6p,0,0,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,5,東3局,0,2,0,0,2,葡萄海ぶどう,43,15,9m,9m,0,1,0,5z,18100
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,6,南1局,1,0,0,0,2,葡萄海ぶどう,3,1,1m,1m,0,0,0,6s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,6,南1局,1,0,0,0,2,葡萄海ぶどう,6,2,1z,1z,0,0,0,6s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,6,南1局,1,0,0,0,2,葡萄海ぶどう,9,3,1m,1m,0,0,0,6s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,6,南1局,1,0,0,0,2,葡萄海ぶどう,12,4,2z,2z,0,0,0,6s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,6,南1局,1,0,0,0,2,葡萄海ぶどう,15,5,1m,1m,0,1,0,6s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,6,南1局,1,0,0,0,2,葡萄海ぶどう,18,6,2s,2s,0,0,0,6s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,2,1,9m,9m,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,5,2,1m,1m,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,8,3,1m,1m,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,11,4,5z,5z,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,14,5,2s,2s,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,17,6,3z,3z,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,20,7,9m,9m,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,23,8,2s,2s,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,26,9,7s,7s,0,1,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,29,10,2p,2p,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,7,南2局,1,1,0,0,2,葡萄海ぶどう,32,11,1p,1p,0,0,0,3z,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,8,南2局,1,1,1,0,2,葡萄海ぶどう,2,1,9s,9s,0,1,0,3s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,8,南2局,1,1,1,0,2,葡萄海ぶどう,5,2,1z,1z,0,0,0,3s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,8,南2局,1,1,1,0,2,葡萄海ぶどう,8,3,3z,3z,0,0,0,3s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,8,南2局,1,1,1,0,2,葡萄海ぶどう,11,4,5z,5z,0,0,0,3s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,8,南2局,1,1,1,0,2,葡萄海ぶどう,13,5,7z,7z,0,0,0,3s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,8,南2局,1,1,1,0,2,葡萄海ぶどう,16,6,0s,5s,1,0,0,3s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,9,南2局,1,1,2,0,2,葡萄海ぶどう,2,1,1m,1m,0,0,0,2p,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,9,南2局,1,1,2,0,2,葡萄海ぶどう,4,2,6p,6p,0,0,0,2p,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,9,南2局,1,1,2,0,2,葡萄海ぶどう,7,3,5z,5z,0,0,0,2p,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,9,南2局,1,1,2,0,2,葡萄海ぶどう,10,4,7z,7z,0,0,0,2p,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,9,南2局,1,1,2,0,2,葡萄海ぶどう,13,5,6z,6z,0,0,0,2p,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,9,南2局,1,1,2,0,2,葡萄海ぶどう,16,6,1z,1z,0,0,0,2p,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,9,南2局,1,1,2,0,2,葡萄海ぶどう,19,7,5s,5s,0,0,0,2p,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,9,南2局,1,1,2,0,2,葡萄海ぶどう,22,8,3p,3p,0,0,0,2p,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,9,南2局,1,1,2,0,2,葡萄海ぶどう,25,9,9p,9p,0,0,0,2p,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,1,1,9s,9s,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,4,2,1z,1z,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,7,3,7z,7z,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,10,4,3s,3s,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,13,5,3p,3p,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,16,6,2p,2p,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,19,7,9m,9m,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,22,8,3p,3p,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,25,9,3z,3z,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,28,10,3s,3s,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,31,11,3z,3z,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,34,12,1z,1z,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,37,13,1p,1p,0,0,0,1s,17600
1,260406-157f80e3-d8e0-47ab-9c50-4187708ce284,260406,10,南3局,1,2,0,0,2,葡萄海ぶどう,40,14,7z,7z,0,0,0,1s,17600
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,1,1,2z,2z,0,0,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,4,2,2z,2z,0,0,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,7,3,6z,6z,0,0,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,10,4,9s,9s,0,0,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,13,5,8s,8s,0,0,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,16,6,1s,1s,0,0,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,19,7,9p,9p,0,1,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,22,8,1m,1m,0,1,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,25,9,6s,6s,0,1,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,1,東1局,0,0,0,0,0,葡萄海ぶどう,30,10,6s,6s,0,1,0,8p,35000
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,2,東1局,0,0,1,0,0,葡萄海ぶどう,1,1,9m,9m,0,0,0,7p,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,2,東1局,0,0,1,0,0,葡萄海ぶどう,4,2,1m,1m,0,0,0,7p,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,2,東1局,0,0,1,0,0,葡萄海ぶどう,7,3,7z,7z,0,0,0,7p,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,2,東1局,0,0,1,0,0,葡萄海ぶどう,10,4,6p,6p,0,0,0,7p,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,2,東1局,0,0,1,0,0,葡萄海ぶどう,13,5,1m,1m,0,1,0,7p,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,2,東1局,0,0,1,0,0,葡萄海ぶどう,16,6,1p,1p,0,0,0,7p,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,3,1,1m,1m,0,0,0,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,6,2,7s,7s,0,0,0,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,9,3,3z,3z,0,0,0,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,12,4,3s,3s,0,0,0,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,15,5,2z,2z,0,0,0,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,18,6,7s,7s,0,1,0,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,21,7,6z,6z,0,1,0,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,26,8,1s,1s,0,0,0,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,29,9,1s,1s,0,0,0,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,3,東2局,0,1,0,0,0,葡萄海ぶどう,32,10,2p,2p,0,0,1,8s,42800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,4,東3局,0,2,0,0,0,葡萄海ぶどう,2,1,1s,1s,0,1,0,5s,66800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,4,東3局,0,2,0,0,0,葡萄海ぶどう,5,2,3z,3z,0,0,0,5s,66800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,4,東3局,0,2,0,0,0,葡萄海ぶどう,8,3,2z,2z,0,0,0,5s,66800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,4,東3局,0,2,0,0,0,葡萄海ぶどう,11,4,9s,9s,0,0,0,5s,66800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,4,東3局,0,2,0,0,0,葡萄海ぶどう,14,5,1z,1z,0,0,0,5s,66800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,4,東3局,0,2,0,0,0,葡萄海ぶどう,16,6,3s,3s,0,0,0,5s,66800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,4,東3局,0,2,0,0,0,葡萄海ぶどう,19,7,0s,5s,1,0,0,5s,66800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,4,東3局,0,2,0,0,0,葡萄海ぶどう,22,8,5z,5z,0,0,0,5s,66800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,4,東3局,0,2,0,0,0,葡萄海ぶどう,25,9,2p,2p,0,0,0,5s,66800
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,5,東3局,0,2,1,0,0,葡萄海ぶどう,2,1,7z,7z,0,0,0,1m,55200
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,5,東3局,0,2,1,0,0,葡萄海ぶどう,5,2,6p,6p,0,0,0,1m,55200
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,5,東3局,0,2,1,0,0,葡萄海ぶどう,8,3,4p,4p,0,0,0,1m,55200
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,5,東3局,0,2,1,0,0,葡萄海ぶどう,11,4,2z,2z,0,0,0,1m,55200
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,2,1,1m,1m,0,1,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,4,2,9s,9s,0,0,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,7,3,8p,8p,0,0,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,10,4,2p,2p,0,0,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,13,5,6s,6s,0,0,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,18,6,2p,2p,0,1,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,21,7,9p,9p,0,1,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,24,8,1m,1m,0,1,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,27,9,5p,5p,0,1,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,6,東3局,0,2,2,0,0,葡萄海ぶどう,30,10,7s,7s,0,1,0,5p,49100
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,1,1,3z,3z,0,0,0,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,4,2,5z,5z,0,0,0,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,7,3,7s,7s,0,0,0,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,10,4,6z,6z,0,0,0,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,13,5,1z,1z,0,0,0,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,16,6,2s,2s,0,0,0,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,19,7,5z,5z,0,0,1,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,22,8,7s,7s,0,1,0,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,25,9,4s,4s,0,1,0,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,28,10,1m,1m,0,1,0,4s,65500
1,260406-54c913aa-3cd7-4e53-9959-7395b193c61d,260406,7,南1局,1,0,0,0,0,葡萄海ぶどう,31,11,3s,3s,0,1,0,4s,65500
